date,total_revenue
2020-09-04,6524.760447
2020-09-05,5036.0682057
2020-09-06,9345.7069513
2020-09-07,12207.5484167
2020-09-08,8644.188734199999
2020-09-09,8629.0658672
2020-09-10,9316.0701346
2020-09-11,6490.9026945
2020-09-12,6006.1767255
2020-09-13,8399.5166452
2020-09-14,12047.7325294
2020-09-15,8777.6964905
2020-09-16,8096.3243951
2020-09-17,6937.9864139
2020-09-18,5733.2356432
2020-09-19,6130.4081237
2020-09-20,7941.4484236
2020-09-21,8590.9457096
2020-09-22,8168.2433864
2020-09-23,9562.7302098
2020-09-24,5915.374401
2020-09-25,7079.6712956
2020-09-26,6741.2185825
2020-09-27,6829.2728453
2020-09-28,14855.6379396
2020-09-29,8539.5329218
2020-09-30,8569.9309826
2020-10-01,5953.2003697
2020-10-02,7569.4546291999995
2020-10-03,7231.2538547
2020-10-04,7422.9988126
2020-10-05,9917.4243882
2020-10-06,9691.6922189
2020-10-07,8320.6569525
2020-10-08,5825.0732401
2020-10-09,4742.7189771
2020-10-10,4602.7670378
2020-10-11,5154.1798281
2020-10-12,6886.2530764
2020-10-13,5350.058121
2020-10-14,5597.1263342
2020-10-15,5788.8100607
2020-10-16,5098.6007583
2020-10-17,3232.5333212
2020-10-18,4781.8961076000005
2020-10-19,5646.7790528
2020-10-20,4606.7972726
2020-10-21,6254.4414583
2020-10-22,5185.9871927
2020-10-23,7461.8848653
2020-10-24,5197.486418
2020-10-25,7181.3771116
2020-10-26,9249.5406694
2020-10-27,6426.9387385
2020-10-28,7390.8697429
2020-10-29,7161.1282677
2020-10-30,7571.4709049
2020-10-31,5156.3247889
2020-11-01,10325.3995768
2020-11-02,8033.3507454
2020-11-03,8868.1677957
2020-11-04,9405.929424
2020-11-05,7736.636406
2020-11-06,21080.0917986
2020-11-07,8630.4484213
2020-11-08,10262.1356195
2020-11-09,13594.2472383
2020-11-10,12761.8449165
2020-11-11,15804.8747525
2020-11-12,15481.334057
2020-11-13,16256.6162185
2020-11-14,17709.3104023
2020-11-15,22779.1576786
2020-11-16,21488.2235782
2020-11-17,18353.2096324
2020-11-18,19855.124736
2020-11-19,19639.1852046
2020-11-20,16417.0828954
2020-11-21,21577.0286297
2020-11-22,21281.367768
2020-11-23,18078.0875419
2020-11-24,23556.5367539
2020-11-25,21113.099161000002
2020-11-26,22003.0018808
2020-11-27,21311.2003204
2020-11-28,25983.1503141
2020-11-29,26272.0855806
2020-11-30,22060.8123463
2020-12-01,15070.5142992
2020-12-02,11939.0177919
2020-12-03,11745.8581058
2020-12-04,10190.6693491
2020-12-05,9789.1720596
2020-12-06,14037.8092615
2020-12-07,15128.7829001
2020-12-08,14862.3046091
2020-12-09,15476.4088658
2020-12-10,13796.073207
2020-12-11,11774.2832965
2020-12-12,10373.22826
2020-12-13,11211.2705018
2020-12-14,13612.5809681
2020-12-15,10897.7639193
2020-12-16,10041.5298184
2020-12-17,7130.1298241
2020-12-18,6280.0069603
2020-12-19,6100.0794428
2020-12-20,5591.1395222
2020-12-21,4220.0069656
2020-12-22,3872.0344869
2020-12-23,4074.1309998
2020-12-24,3652.1600682
2020-12-25,6033.1945532
2020-12-26,6861.1848674
2020-12-27,5871.6868072
2020-12-28,7542.003083
2020-12-29,8882.5150962
2020-12-30,5763.5771129
2020-12-31,4804.4833186
2021-01-01,7153.865486
2021-01-02,7452.8588925
2021-01-03,9301.8251697
2021-01-04,10651.8786546
2021-01-05,8420.6960999
2021-01-06,6717.9600599
2021-01-07,6534.1569599
2021-01-08,5622.2119999
2021-01-09,6077.7182027
2021-01-10,8121.7333145
2021-01-11,11167.4743907
2021-01-12,9553.7623784
2021-01-13,6731.0286639
2021-01-14,7832.3197453
2021-01-15,7279.2057959
2021-01-16,6639.5406796
